genres,danceability,energy,valence,tempo,cluster,cluster_dbscan,cluster_hc,Cluster_Label
['psychedelic rock'],0.721,0.454,0.683,116.449,2,0.0,,Happy / Dance
['psychedelic rock'],0.717,0.416,0.762,112.452,2,0.0,,Happy / Dance
['psychedelic rock'],0.735,0.414,0.822,82.374,2,0.0,,Happy / Dance
['psychedelic rock'],0.729,0.41,0.719,114.854,2,0.0,,Happy / Dance
['psychedelic rock'],0.79,0.433,0.831,58.334,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.442,0.73,85.712,2,0.0,,Happy / Dance
['psychedelic rock'],0.736,0.487,0.603,107.394,2,0.0,,Happy / Dance
['psychedelic rock'],0.749,0.423,0.755,119.739,2,0.0,,Happy / Dance
['psychedelic rock'],0.701,0.414,0.668,80.005,2,0.0,,Happy / Dance
['psychedelic rock'],0.806,0.443,0.771,114.683,2,0.0,,Happy / Dance
['psychedelic rock'],0.726,0.398,0.72,99.241,2,0.0,,Happy / Dance
['psychedelic rock'],0.74,0.449,0.694,81.811,2,0.0,,Happy / Dance
['psychedelic rock'],0.742,0.384,0.728,78.757,2,0.0,,Happy / Dance
['psychedelic rock'],0.734,0.417,0.731,90.018,2,0.0,,Happy / Dance
['psychedelic rock'],0.714,0.388,0.92,87.468,2,0.0,2.0,Happy / Dance
['psychedelic rock'],0.717,0.479,0.622,119.434,2,0.0,,Happy / Dance
['psychedelic rock'],0.734,0.425,0.738,119.957,2,0.0,,Happy / Dance
['psychedelic rock'],0.713,0.452,0.606,110.668,2,0.0,,Happy / Dance
['psychedelic rock'],0.716,0.528,0.666,125.6,2,0.0,,Happy / Dance
['psychedelic rock'],0.724,0.353,0.49,112.417,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.345,0.414,112.911,2,0.0,,Happy / Dance
['psychedelic rock'],0.75,0.352,0.461,115.424,2,0.0,,Happy / Dance
['psychedelic rock'],0.719,0.305,0.539,107.665,2,0.0,,Happy / Dance
['psychedelic rock'],0.717,0.335,0.546,111.972,2,0.0,,Happy / Dance
['psychedelic rock'],0.788,0.392,0.427,81.234,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.287,0.662,116.712,2,0.0,,Happy / Dance
['psychedelic rock'],0.759,0.304,0.634,115.21,2,0.0,,Happy / Dance
['psychedelic rock'],0.746,0.29,0.636,113.089,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.315,0.455,121.369,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.34,0.66,116.243,2,0.0,,Happy / Dance
['psychedelic rock'],0.714,0.351,0.541,102.103,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.397,0.427,121.184,2,0.0,2.0,Happy / Dance
['psychedelic rock'],0.718,0.341,0.449,123.483,2,0.0,,Happy / Dance
['psychedelic rock'],0.733,0.257,0.477,85.692,2,0.0,,Happy / Dance
['psychedelic rock'],0.734,0.327,0.49,104.927,2,0.0,,Happy / Dance
['psychedelic rock'],0.72,0.358,0.541,122.599,2,0.0,,Happy / Dance
['psychedelic rock'],0.715,0.314,0.626,125.503,2,0.0,,Happy / Dance
['psychedelic rock'],0.773,0.331,0.612,82.078,2,0.0,,Happy / Dance
['psychedelic rock'],0.725,0.36,0.549,119.313,2,0.0,,Happy / Dance
['psychedelic rock'],0.728,0.287,0.551,70.791,2,0.0,,Happy / Dance
['psychedelic rock'],0.724,0.307,0.39,89.917,2,0.0,,Happy / Dance
['psychedelic rock'],0.767,0.31,0.488,91.703,2,0.0,,Happy / Dance
['psychedelic rock'],0.748,0.376,0.575,60.643,2,0.0,,Happy / Dance
['psychedelic rock'],0.732,0.297,0.538,88.155,2,0.0,,Happy / Dance
['psychedelic rock'],0.759,0.378,0.487,87.171,2,0.0,,Happy / Dance
['psychedelic rock'],0.709,0.423,0.258,130.886,2,0.0,,Happy / Dance
['psychedelic rock'],0.724,0.291,0.573,118.917,2,0.0,,Happy / Dance
['psychedelic rock'],0.719,0.328,0.643,125.7,2,0.0,,Happy / Dance
['psychedelic rock'],0.701,0.354,0.4,134.138,2,0.0,,Happy / Dance
['psychedelic rock'],0.712,0.326,0.651,108.871,2,0.0,,Happy / Dance
['psychedelic rock'],0.722,0.353,0.42,117.798,2,0.0,,Happy / Dance
['psychedelic rock'],0.724,0.281,0.693,116.486,2,0.0,,Happy / Dance
['psychedelic rock'],0.718,0.349,0.524,80.284,2,0.0,,Happy / Dance
['psychedelic rock'],0.724,0.275,0.654,116.848,2,0.0,,Happy / Dance
['psychedelic rock'],0.717,0.269,0.647,127.446,2,0.0,,Happy / Dance
['pre-war blues'],0.756,0.0944,0.737,114.81,0,0.0,,Instrumental / Acoustic
['jug band'],0.831,0.561,0.819,120.864,1,0.0,,Mainstream / Party
['vintage chanson'],0.703,0.316,0.855,129.658,0,0.0,,Instrumental / Acoustic
['vintage western'],0.899,0.322,0.805,115.537,2,0.0,,Happy / Dance
['vintage chanson'],0.716,0.355,0.887,126.758,0,0.0,,Instrumental / Acoustic
['british dance band'],0.778,0.123,0.693,94.174,0,0.0,,Instrumental / Acoustic
['british dance band'],0.778,0.154,0.692,95.616,0,0.0,,Instrumental / Acoustic
['british dance band'],0.766,0.227,0.727,118.829,0,0.0,,Instrumental / Acoustic
['british dance band'],0.739,0.233,0.7,98.194,0,0.0,,Instrumental / Acoustic
['british dance band'],0.724,0.236,0.556,97.205,0,0.0,,Instrumental / Acoustic
['western swing'],0.797,0.581,0.967,113.739,1,0.0,,Mainstream / Party
['pre-war blues'],0.849,0.417,0.823,135.14,1,0.0,,Mainstream / Party
['pre-war blues'],0.776,0.519,0.97,137.063,1,0.0,,Mainstream / Party
['washboard'],0.713,0.621,0.824,122.9,0,0.0,,Instrumental / Acoustic
['calypso'],0.729,0.712,0.834,103.235,1,0.0,,Mainstream / Party
['calypso'],0.703,0.295,0.696,106.125,0,0.0,,Instrumental / Acoustic
['british dance band'],0.707,0.093,0.681,105.328,0,0.0,,Instrumental / Acoustic
['british dance band'],0.741,0.422,0.832,111.084,0,0.0,,Instrumental / Acoustic
['british dance band'],0.729,0.11,0.792,99.292,0,0.0,,Instrumental / Acoustic
['british dance band'],0.719,0.259,0.677,111.915,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.756,0.331,0.934,143.295,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.839,0.766,0.971,137.454,1,0.0,,Mainstream / Party
['velha guarda'],0.779,0.357,0.962,140.284,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.798,0.73,0.523,86.763,1,0.0,,Mainstream / Party
['velha guarda'],0.712,0.623,0.926,134.58,1,0.0,,Mainstream / Party
['velha guarda'],0.721,0.654,0.968,147.065,1,0.0,,Mainstream / Party
['calypso'],0.752,0.365,0.97,108.772,0,0.0,,Instrumental / Acoustic
['copla'],0.728,0.159,0.65,122.18,0,0.0,,Instrumental / Acoustic
['copla'],0.721,0.255,0.894,128.438,0,0.0,,Instrumental / Acoustic
['copla'],0.757,0.449,0.622,152.088,1,0.0,,Mainstream / Party
['copla'],0.703,0.228,0.748,134.566,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.845,0.333,0.699,128.6,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.739,0.3,0.784,109.436,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.845,0.333,0.699,128.6,0,0.0,0.0,Instrumental / Acoustic
['rebetiko'],0.711,0.33,0.824,116.517,0,0.0,0.0,Instrumental / Acoustic
['vintage chanson'],0.703,0.292,0.86,137.806,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.789,0.27,0.969,112.432,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.708,0.424,0.81,115.39,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.712,0.431,0.503,95.898,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.745,0.545,0.802,100.801,1,0.0,,Mainstream / Party
['rebetiko'],0.773,0.539,0.936,85.683,1,0.0,,Mainstream / Party
['rebetiko'],0.73,0.456,0.774,113.298,0,0.0,,Instrumental / Acoustic
['bandoneon'],0.717,0.216,0.626,117.708,0,0.0,,Instrumental / Acoustic
['jug band'],0.829,0.214,0.93,110.974,0,0.0,,Instrumental / Acoustic
['jug band'],0.767,0.274,0.868,124.403,0,0.0,0.0,Instrumental / Acoustic
[],0.789,0.366,0.526,99.989,1,0.0,,Mainstream / Party
['velha guarda'],0.808,0.56,0.912,109.202,1,0.0,,Mainstream / Party
['rebetiko'],0.729,0.372,0.935,119.283,1,0.0,,Mainstream / Party
['rebetiko'],0.73,0.296,0.516,118.309,0,0.0,,Instrumental / Acoustic
['swamp blues'],0.718,0.769,0.652,136.243,1,0.0,,Mainstream / Party
['velha guarda'],0.734,0.426,0.823,126.541,0,0.0,,Instrumental / Acoustic
['stride'],0.757,0.49,0.668,104.24,1,0.0,,Mainstream / Party
['stride'],0.794,0.493,0.845,103.766,1,0.0,,Mainstream / Party
['stride'],0.818,0.389,0.739,105.595,0,0.0,,Instrumental / Acoustic
['stride'],0.701,0.325,0.914,120.074,0,0.0,,Instrumental / Acoustic
['stride'],0.766,0.473,0.796,109.714,1,0.0,,Mainstream / Party
['stride'],0.788,0.394,0.699,108.062,0,0.0,,Instrumental / Acoustic
['stride'],0.777,0.628,0.915,107.59,1,0.0,,Mainstream / Party
['stride'],0.756,0.441,0.832,94.784,0,0.0,,Instrumental / Acoustic
['stride'],0.731,0.513,0.823,112.731,0,0.0,,Instrumental / Acoustic
['stride'],0.836,0.334,0.558,106.663,0,0.0,,Instrumental / Acoustic
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.714,0.297,0.646,123.706,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.701,0.308,0.401,107.023,2,0.0,,Happy / Dance
['classic soundtrack'],0.771,0.631,0.986,95.52,0,0.0,,Instrumental / Acoustic
['classic soundtrack'],0.727,0.297,0.645,123.684,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.78,0.00479,0.321,65.169,0,0.0,,Instrumental / Acoustic
['classic soundtrack'],0.703,0.306,0.353,108.755,2,0.0,,Happy / Dance
['classic soundtrack'],0.723,0.298,0.649,123.154,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.705,0.376,0.309,131.303,2,0.0,,Happy / Dance
['classic soundtrack'],0.727,0.297,0.647,123.741,2,0.0,,Happy / Dance
['classic soundtrack'],0.702,0.306,0.342,105.661,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.719,0.3,0.396,49.27,2,0.0,,Happy / Dance
['classic soundtrack'],0.716,0.297,0.64,123.654,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.703,0.376,0.326,131.483,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.721,0.383,0.629,124.404,2,0.0,,Happy / Dance
['classic soundtrack'],0.736,0.463,0.931,93.446,1,0.0,,Mainstream / Party
['vintage chanson'],0.787,0.173,0.699,59.901,0,0.0,,Instrumental / Acoustic
['vintage old-time'],0.784,0.225,0.883,94.158,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.73,0.357,0.704,127.373,0,0.0,,Instrumental / Acoustic
['broadway'],0.714,0.27,0.722,129.376,0,0.0,,Instrumental / Acoustic
['broadway'],0.783,0.178,0.655,78.124,0,0.0,,Instrumental / Acoustic
['jug band'],0.734,0.184,0.508,85.201,0,0.0,,Instrumental / Acoustic
['vintage spanish pop'],0.808,0.463,0.854,101.235,1,0.0,,Mainstream / Party
['vintage chanson'],0.705,0.239,0.929,137.794,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.735,0.116,0.796,117.107,0,0.0,,Instrumental / Acoustic
['swing italiano'],0.774,0.234,0.883,93.503,0,0.0,,Instrumental / Acoustic
['swing italiano'],0.778,0.868,0.987,81.448,1,0.0,,Mainstream / Party
['swing italiano'],0.771,0.207,0.879,93.885,0,0.0,,Instrumental / Acoustic
['swing italiano'],0.713,0.295,0.667,160.706,0,0.0,,Instrumental / Acoustic
['swing italiano'],0.732,0.334,0.643,76.839,2,0.0,,Happy / Dance
['vintage italian pop'],0.701,0.5,0.689,75.59,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.724,0.479,0.828,126.937,1,0.0,,Mainstream / Party
['merengue'],0.705,0.812,0.963,138.412,1,0.0,,Mainstream / Party
['merengue'],0.706,0.684,0.952,134.59,1,0.0,,Mainstream / Party
['merengue'],0.759,0.613,0.879,146.156,1,0.0,,Mainstream / Party
['merengue'],0.749,0.838,0.971,138.514,1,0.0,,Mainstream / Party
['merengue'],0.721,0.727,0.97,109.202,1,0.0,,Mainstream / Party
['british dance band'],0.775,0.345,0.748,122.528,0,0.0,,Instrumental / Acoustic
['british dance band'],0.813,0.217,0.591,112.137,0,0.0,,Instrumental / Acoustic
['british dance band'],0.736,0.262,0.819,111.333,0,0.0,,Instrumental / Acoustic
['british dance band'],0.71,0.298,0.891,109.649,0,0.0,,Instrumental / Acoustic
['british dance band'],0.856,0.198,0.853,121.111,0,0.0,,Instrumental / Acoustic
['british dance band'],0.813,0.276,0.782,118.298,2,0.0,,Happy / Dance
['british dance band'],0.829,0.396,0.904,118.572,0,0.0,,Instrumental / Acoustic
['british dance band'],0.717,0.157,0.797,130.202,0,0.0,,Instrumental / Acoustic
['british dance band'],0.749,0.382,0.868,112.212,0,0.0,,Instrumental / Acoustic
['british dance band'],0.881,0.288,0.897,124.002,0,0.0,,Instrumental / Acoustic
['british dance band'],0.871,0.322,0.875,115.602,0,0.0,,Instrumental / Acoustic
['british dance band'],0.797,0.345,0.883,122.665,0,0.0,,Instrumental / Acoustic
['british dance band'],0.753,0.0737,0.537,114.798,0,0.0,,Instrumental / Acoustic
['british dance band'],0.806,0.346,0.894,127.834,0,0.0,,Instrumental / Acoustic
['oratory'],0.706,0.396,0.241,130.541,0,-1.0,,Instrumental / Acoustic
['oratory'],0.718,0.211,0.437,124.431,0,1.0,,Instrumental / Acoustic
['oratory'],0.715,0.135,0.438,126.768,0,0.0,,Instrumental / Acoustic
['oratory'],0.726,0.103,0.593,116.811,0,1.0,,Instrumental / Acoustic
['oratory'],0.715,0.271,0.287,112.66,0,1.0,1.0,Instrumental / Acoustic
['swedish alternative rock'],0.728,0.598,0.715,124.955,1,0.0,,Mainstream / Party
['vintage chanson'],0.826,0.353,0.889,115.229,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.763,0.236,0.814,136.878,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.755,0.198,0.766,136.467,0,0.0,,Instrumental / Acoustic
['vintage chanson'],0.727,0.303,0.807,135.758,0,0.0,,Instrumental / Acoustic
['classic bollywood'],0.717,0.0719,0.206,117.376,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.753,0.173,0.555,122.966,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.722,0.24,0.458,124.223,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.718,0.269,0.44,118.52,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.86,0.0842,0.654,112.967,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.734,0.478,0.794,126.657,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.74,0.115,0.655,141.677,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.704,0.271,0.415,118.946,0,0.0,,Instrumental / Acoustic
['electro jazz'],0.828,0.207,0.592,120.414,0,0.0,,Instrumental / Acoustic
['tango'],0.723,0.487,0.627,95.647,1,0.0,,Mainstream / Party
['romanian rock'],0.717,0.241,0.664,112.846,0,0.0,,Instrumental / Acoustic
['romanian rock'],0.878,0.304,0.75,122.894,0,0.0,,Instrumental / Acoustic
['romanian rock'],0.751,0.269,0.602,117.603,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.739,0.237,0.691,77.255,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.824,0.588,0.829,107.157,1,0.0,,Mainstream / Party
['western swing'],0.844,0.721,0.93,121.997,1,0.0,,Mainstream / Party
['rebetiko'],0.703,0.565,0.948,135.731,1,0.0,,Mainstream / Party
['vintage chanson'],0.801,0.46,0.935,112.486,0,0.0,,Instrumental / Acoustic
['sertanejo tradicional'],0.713,0.628,0.917,130.675,1,0.0,,Mainstream / Party
['sertanejo tradicional'],0.708,0.328,0.932,119.991,0,0.0,,Instrumental / Acoustic
['sertanejo tradicional'],0.849,0.157,0.662,92.87,0,0.0,,Instrumental / Acoustic
['sertanejo tradicional'],0.755,0.242,0.632,161.306,0,0.0,,Instrumental / Acoustic
['sertanejo tradicional'],0.772,0.182,0.844,145.699,0,0.0,,Instrumental / Acoustic
['sertanejo tradicional'],0.843,0.592,0.945,131.193,1,0.0,,Mainstream / Party
['ballroom'],0.785,0.174,0.902,97.85,0,0.0,,Instrumental / Acoustic
['ballroom'],0.719,0.0303,0.369,104.941,0,0.0,,Instrumental / Acoustic
['ballroom'],0.755,0.288,0.84,138.075,0,0.0,,Instrumental / Acoustic
['ballroom'],0.767,0.242,0.853,126.157,0,0.0,,Instrumental / Acoustic
['orquesta tipica'],0.75,0.162,0.685,127.169,0,0.0,,Instrumental / Acoustic
['country boogie'],0.755,0.28,0.975,204.306,1,0.0,,Mainstream / Party
['carnatic'],0.72,0.409,0.571,98.988,0,0.0,,Instrumental / Acoustic
['carnatic'],0.84,0.317,0.631,129.263,0,0.0,,Instrumental / Acoustic
['carnatic'],0.72,0.409,0.571,98.986,0,0.0,,Instrumental / Acoustic
['carnatic'],0.842,0.317,0.63,129.055,0,0.0,,Instrumental / Acoustic
['dansktop'],0.848,0.163,0.799,95.839,0,0.0,,Instrumental / Acoustic
['dansktop'],0.752,0.443,0.928,104.758,0,0.0,,Instrumental / Acoustic
['dansktop'],0.752,0.625,0.927,133.119,1,0.0,,Mainstream / Party
['british dance band'],0.771,0.332,0.783,118.617,0,0.0,,Instrumental / Acoustic
['british dance band'],0.76,0.223,0.696,132.729,0,0.0,,Instrumental / Acoustic
['british dance band'],0.797,0.306,0.787,114.745,0,0.0,,Instrumental / Acoustic
['british dance band'],0.754,0.253,0.756,126.194,0,0.0,,Instrumental / Acoustic
['british dance band'],0.791,0.616,0.962,130.632,1,0.0,,Mainstream / Party
['british dance band'],0.85,0.779,0.932,109.583,1,0.0,,Mainstream / Party
['british dance band'],0.768,0.793,0.973,104.115,1,0.0,,Mainstream / Party
['british dance band'],0.74,0.614,0.859,185.07,1,0.0,,Mainstream / Party
['british dance band'],0.762,0.786,0.968,137.104,1,0.0,,Mainstream / Party
['muzica populara'],0.728,0.332,0.561,117.519,0,0.0,,Instrumental / Acoustic
['muzica populara'],0.778,0.348,0.657,111.769,0,0.0,,Instrumental / Acoustic
['muzica populara'],0.765,0.322,0.86,130.169,0,0.0,,Instrumental / Acoustic
['classic bollywood'],0.834,0.399,0.921,83.374,2,0.0,,Happy / Dance
['classic bollywood'],0.781,0.0154,0.42,93.006,0,0.0,,Instrumental / Acoustic
['classic soundtrack'],0.811,0.448,0.986,119.793,0,0.0,,Instrumental / Acoustic
['tamil pop'],0.853,0.484,0.962,111.737,1,0.0,,Mainstream / Party
['tamil pop'],0.751,0.282,0.656,113.518,0,0.0,,Instrumental / Acoustic
['calypso'],0.705,0.3,0.964,89.988,0,0.0,,Instrumental / Acoustic
['calypso'],0.723,0.417,0.946,82.249,1,0.0,,Mainstream / Party
['calypso'],0.795,0.466,0.894,143.601,1,0.0,,Mainstream / Party
['calypso'],0.789,0.336,0.967,94.237,0,0.0,,Instrumental / Acoustic
['calypso'],0.841,0.42,0.961,81.145,1,0.0,,Mainstream / Party
['calypso'],0.72,0.298,0.965,89.238,0,0.0,,Instrumental / Acoustic
['calypso'],0.81,0.448,0.954,92.005,1,0.0,,Mainstream / Party
['calypso'],0.75,0.307,0.963,97.685,2,0.0,,Happy / Dance
['calypso'],0.735,0.284,0.961,88.283,0,0.0,,Instrumental / Acoustic
['danish jazz'],0.733,0.321,0.927,135.597,0,0.0,,Instrumental / Acoustic
['danish jazz'],0.742,0.4,0.857,108.164,0,0.0,,Instrumental / Acoustic
['danish jazz'],0.719,0.383,0.858,157.527,2,0.0,,Happy / Dance
['danish jazz'],0.875,0.353,0.773,105.843,2,0.0,,Happy / Dance
['danish jazz'],0.742,0.301,0.847,80.369,0,0.0,,Instrumental / Acoustic
['danish jazz'],0.751,0.311,0.737,95.89,0,0.0,,Instrumental / Acoustic
['music hall'],0.872,0.308,0.856,107.536,2,0.0,,Happy / Dance
['music hall'],0.838,0.213,0.707,100.315,0,0.0,,Instrumental / Acoustic
['music hall'],0.719,0.145,0.694,100.719,0,0.0,,Instrumental / Acoustic
['music hall'],0.893,0.244,0.871,118.406,0,0.0,,Instrumental / Acoustic
['music hall'],0.779,0.257,0.837,136.04,0,0.0,,Instrumental / Acoustic
['jazz violin'],0.772,0.211,0.428,118.649,0,0.0,,Instrumental / Acoustic
['jazz violin'],0.717,0.434,0.708,96.71,2,0.0,,Happy / Dance
['velha guarda'],0.806,0.558,0.788,101.445,1,0.0,,Mainstream / Party
['velha guarda'],0.88,0.579,0.898,131.25,1,0.0,,Mainstream / Party
['velha guarda'],0.901,0.431,0.907,107.043,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.879,0.589,0.904,131.241,1,0.0,,Mainstream / Party
['velha guarda'],0.741,0.663,0.954,95.058,1,0.0,,Mainstream / Party
['velha guarda'],0.841,0.564,0.938,132.077,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.744,0.69,0.955,101.189,1,0.0,,Mainstream / Party
['velha guarda'],0.717,0.601,0.76,116.327,1,0.0,,Mainstream / Party
['velha guarda'],0.798,0.6,0.909,96.037,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.774,0.6,0.91,95.128,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.84,0.565,0.94,132.081,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.821,0.734,0.887,81.003,1,0.0,,Mainstream / Party
['velha guarda'],0.707,0.56,0.566,112.004,0,0.0,,Instrumental / Acoustic
['velha guarda'],0.76,0.826,0.805,105.77,1,0.0,,Mainstream / Party
['velha guarda'],0.734,0.42,0.886,93.998,0,0.0,,Instrumental / Acoustic
['dixieland'],0.707,0.584,0.771,92.191,0,0.0,,Instrumental / Acoustic
['dixieland'],0.716,0.395,0.881,114.129,1,0.0,,Mainstream / Party
['rebetiko'],0.728,0.33,0.905,110.682,0,0.0,,Instrumental / Acoustic
['rebetiko'],0.707,0.309,0.897,115.035,0,0.0,,Instrumental / Acoustic
['calypso'],0.736,0.412,0.928,96.924,2,0.0,,Happy / Dance
['velha guarda'],0.753,0.511,0.752,119.691,0,0.0,0.0,Instrumental / Acoustic
['velha guarda'],0.834,0.596,0.613,116.754,1,0.0,,Mainstream / Party
['velha guarda'],0.82,0.382,0.963,122.156,0,0.0,,Instrumental / Acoustic
[],0.779,0.124,0.871,116.127,0,0.0,,Instrumental / Acoustic
[],0.73,0.225,0.745,124.223,0,0.0,,Instrumental / Acoustic
[],0.779,0.124,0.871,116.127,0,0.0,,Instrumental / Acoustic
['comic'],0.773,0.166,0.55,133.299,0,0.0,,Instrumental / Acoustic
['comic'],0.753,0.269,0.947,131.41,2,0.0,,Happy / Dance
['comic'],0.791,0.316,0.921,111.224,0,0.0,,Instrumental / Acoustic
['comic'],0.753,0.179,0.888,169.655,0,0.0,,Instrumental / Acoustic
['comic'],0.779,0.634,0.698,127.311,1,0.0,,Mainstream / Party
['classic kollywood'],0.745,0.277,0.96,125.305,0,0.0,,Instrumental / Acoustic
